student_id,subject,late,full_name
0,math,0.0,Norma Fisher
2,math,0.0,Elizabeth Woods
15,math,0.0,Cheryl Bradley
931,math,0.0,Stephanie Sutton
937,math,0.0,April Snyder
945,math,0.0,Laurie Wallace
946,math,0.0,Janice Johnston
949,math,0.0,Peter Mcdowell
952,math,0.0,Desiree Cain
957,math,0.0,Norma Fisher
30,math,0.0,Lauren Hayes
40,math,0.0,Stephanie Sutton
44,math,0.0,Kimberly Smith
59,math,16.0,Sarah Villanueva
964,math,0.0,Stephanie Sutton
967,math,0.0,Sean Green
974,math,8.0,Bobby Flores
979,math,13.0,Janice Johnston
980,math,0.0,Collin Lopez
985,math,5.0,Desiree Cain
305,math,0.0,Brian Hamilton
306,math,0.0,Susan Levy
307,math,0.0,Sean Green
310,math,0.0,April Snyder
313,math,0.0,Walter Pratt
315,math,0.0,Tasha Rodriguez
316,math,0.0,Michelle Kelley
317,math,4.0,Kimberly Maynard
318,math,0.0,Laurie Wallace
322,math,12.0,Peter Mcdowell
324,math,60.0,Kimberly Myers
330,math,0.0,Norma Fisher
331,math,0.0,Jorge Sullivan
334,math,0.0,Peter Montgomery
335,math,0.0,Theodore Mcgrath
351,math,0.0,Laurie Wallace
353,math,0.0,Collin Lopez
360,math,0.0,Lauren Hayes
364,math,0.0,Jorge Sullivan
368,math,0.0,Theodore Mcgrath
371,math,0.0,Brian Hamilton
374,math,0.0,Kimberly Smith
380,math,7.0,Bobby Flores
383,math,0.0,Kimberly Maynard
393,math,0.0,Lauren Hayes
394,math,0.0,Whitney Stark
399,math,0.0,Susan Wagner
402,math,0.0,Stephanie Collins
404,math,0.0,Brian Hamilton
409,math,0.0,April Snyder
418,math,0.0,Janice Johnston
421,math,0.0,Peter Mcdowell
424,math,12.0,Desiree Cain
431,math,0.0,Elizabeth Woods
433,math,0.0,Peter Montgomery
436,math,3.0,Stephanie Sutton
444,math,0.0,Cheryl Bradley
447,math,0.0,Tasha Rodriguez
450,math,0.0,Laurie Wallace
460,math,0.0,Whitney Stark
465,math,0.0,Susan Wagner
466,math,0.0,Peter Montgomery
470,math,0.0,Brian Hamilton
471,math,0.0,Susan Levy
483,math,3.0,Laurie Wallace
491,math,0.0,Stephanie Lawrence
493,math,0.0,Whitney Stark
498,math,4.0,Susan Wagner
504,math,0.0,Susan Levy
507,math,0.0,Jennifer Summers
508,math,0.0,April Snyder
512,math,0.0,Bobby Flores
518,math,0.0,Collin Lopez
520,math,0.0,Peter Mcdowell
522,math,0.0,Kimberly Myers
524,math,0.0,Stephanie Lawrence
528,math,0.0,Norma Fisher
531,math,11.0,Susan Wagner
533,math,0.0,Theodore Mcgrath
540,math,0.0,Jennifer Summers
544,math,0.0,Walter Pratt
550,math,0.0,Janice Johnston
551,math,0.0,Collin Lopez
555,math,19.0,Kimberly Myers
563,math,0.0,Elizabeth Woods
564,math,0.0,Susan Wagner
566,math,0.0,Theodore Mcgrath
579,math,0.0,Tasha Rodriguez
584,math,0.0,Collin Lopez
586,math,0.0,Peter Mcdowell
598,math,0.0,Peter Montgomery
69,math,0.0,Susan Wagner
71,math,0.0,Theodore Mcgrath
77,math,0.0,Kimberly Smith
80,math,0.0,Dana Nguyen
81,math,0.0,Cheryl Bradley
82,math,0.0,Walter Pratt
86,math,0.0,Kimberly Maynard
625,math,0.0,Whitney Stark
628,math,0.0,Jorge Sullivan
637,math,0.0,Sean Green
647,math,17.0,Kimberly Maynard
654,math,0.0,Kimberly Myers
667,math,0.0,Stephanie Sutton
671,math,0.0,Kimberly Smith
677,math,0.0,Bobby Flores
